Experiment Time (minutes),Reads,Basecalled Reads Passed,Basecalled Reads Failed,Basecalled Reads Skipped,Selected Raw Samples,Selected Events,Estimated Bases,Basecalled Bases,Basecalled Samples
1104,80407,0,0,0,2927982342,59200037,53243961,0,0
1105,80426,0,0,0,2929060785,59223274,53264866,0,0
1106,80443,0,0,0,2930048763,59241905,53281627,0,0
1107,80460,0,0,0,2932333314,59287615,53322760,0,0
1108,80472,0,0,0,2944582183,59595360,53599724,0,0
1109,80487,0,0,0,2945241181,59609657,53612584,0,0
1110,80506,0,0,0,2945908980,59623349,53624898,0,0
1111,80531,0,0,0,2960820832,59829400,53810333,0,0
1112,80552,0,0,0,2962395708,59869858,53846734,0,0
1113,80569,0,0,0,2963303304,59891568,53866265,0,0
1114,80594,0,0,0,2964219349,59911106,53883839,0,0
1115,80617,0,0,0,2966813314,59968242,53935250,0,0
1116,80628,0,0,0,2967089155,59974429,53940813,0,0
1117,80645,0,0,0,2974230891,60134271,54084662,0,0
1118,80647,0,0,0,2974254954,60134704,54085050,0,0
1119,80659,0,0,0,2974478020,60139546,54089403,0,0
1120,80673,0,0,0,2974770506,60145089,54094386,0,0
1121,80698,0,0,0,2975660036,60166221,54113392,0,0
1122,80735,0,0,0,2976579066,60188525,54133447,0,0
1123,80765,0,0,0,2977404333,60203842,54147218,0,0
1124,80793,0,0,0,2978522585,60232517,54173012,0,0
1125,80822,0,0,0,2979603785,60254907,54193151,0,0
1126,80859,0,0,0,2981682632,60303490,54236859,0,0
1127,80910,0,0,0,2983755862,60345919,54275025,0,0
1128,80944,0,0,0,2985259105,60388764,54313568,0,0
1129,80981,0,0,0,2987811341,60450003,54368666,0,0
1130,81017,0,0,0,2989242538,60486504,54401500,0,0
1131,81044,0,0,0,2990590986,60518126,54429945,0,0
1132,81081,0,0,0,2991705525,60545275,54454358,0,0
1133,81111,0,0,0,2992835565,60568859,54475570,0,0
1134,81148,0,0,0,2994029873,60589364,54494007,0,0
1135,81170,0,0,0,2995608326,60621862,54523245,0,0
1136,81200,0,0,0,2997635347,60665455,54562466,0,0
1137,81223,0,0,0,2998389715,60681106,54576539,0,0
1138,81250,0,0,0,2999639562,60704679,54597745,0,0
1139,81292,0,0,0,3002096254,60756505,54644372,0,0
1140,81319,0,0,0,3003361224,60783704,54668838,0,0
1141,81358,0,0,0,3005968240,60855617,54733543,0,0
1142,81385,0,0,0,3006803069,60874381,54750419,0,0
1143,81420,0,0,0,3010711082,60959847,54827324,0,0
1144,81454,0,0,0,3012002987,60989838,54854301,0,0
1145,81485,0,0,0,3014168382,61035617,54895487,0,0
1146,81513,0,0,0,3015426652,61062531,54919699,0,0
1147,81539,0,0,0,3016435130,61087367,54942040,0,0
1148,81576,0,0,0,3018852154,61142971,54992067,0,0
1149,81616,0,0,0,3021955422,61213497,55055523,0,0
1150,81644,0,0,0,3022732744,61228396,55068922,0,0
1151,81668,0,0,0,3024117816,61259607,55097003,0,0
1152,81698,0,0,0,3026383197,61319558,55150944,0,0
1153,81726,0,0,0,3028248319,61360040,55187365,0,0
1154,81756,0,0,0,3029701798,61385501,55210264,0,0
1155,81772,0,0,0,3030495685,61403207,55226192,0,0
1156,81802,0,0,0,3032321474,61448364,55266821,0,0
1157,81833,0,0,0,3034667335,61493646,55307562,0,0
1158,81861,0,0,0,3037551236,61549663,55357965,0,0
1159,81889,0,0,0,3038986139,61589073,55393421,0,0
1160,81909,0,0,0,3039920633,61606004,55408649,0,0
1161,81930,0,0,0,3041210816,61627530,55428014,0,0
1162,81956,0,0,0,3043028374,61658583,55455950,0,0
1163,81992,0,0,0,3045629637,61746500,55535060,0,0
1164,82018,0,0,0,3046775883,61772102,55558092,0,0
1165,82040,0,0,0,3050003014,61836783,55616295,0,0
1166,82068,0,0,0,3051353586,61870468,55646597,0,0
1167,82098,0,0,0,3052709321,61895742,55669332,0,0
1168,82131,0,0,0,3054909091,61944416,55713123,0,0
1169,82162,0,0,0,3056048776,61966269,55732775,0,0
1170,82196,0,0,0,3058892434,62004809,55767447,0,0
1171,82222,0,0,0,3060408459,62041116,55800111,0,0
1172,82254,0,0,0,3063241495,62090327,55844387,0,0
1173,82275,0,0,0,3064613214,62117581,55868905,0,0
1174,82296,0,0,0,3066890189,62187815,55932106,0,0
1175,82314,0,0,0,3067472002,62200196,55943242,0,0
1176,82337,0,0,0,3069723342,62262413,55999230,0,0
1177,82369,0,0,0,3071478877,62299842,56032904,0,0
1178,82396,0,0,0,3073286166,62353310,56081015,0,0
1179,82407,0,0,0,3073996833,62365405,56091896,0,0
1180,82424,0,0,0,3075451681,62399224,56122326,0,0
1181,82441,0,0,0,3076293398,62417663,56138914,0,0
1182,82470,0,0,0,3077270204,62441873,56160689,0,0
1183,82491,0,0,0,3077850457,62455895,56173298,0,0
1184,82518,0,0,0,3079591123,62484682,56199192,0,0
1185,82544,0,0,0,3082686968,62538442,56247560,0,0
1186,82562,0,0,0,3083501640,62560558,56267456,0,0
1187,82582,0,0,0,3084702855,62585872,56290230,0,0
1188,82602,0,0,0,3085605192,62607093,56309321,0,0
1189,82626,0,0,0,3087360524,62642418,56341105,0,0
1190,82640,0,0,0,3088670467,62672221,56367921,0,0
1191,82657,0,0,0,3089205214,62684754,56379195,0,0
1192,82675,0,0,0,3091328912,62736234,56425519,0,0
1193,82695,0,0,0,3092441638,62763013,56449612,0,0
1194,82712,0,0,0,3094918001,62855682,56533007,0,0
1195,82731,0,0,0,3095594699,62867948,56544037,0,0
1196,82753,0,0,0,3096788758,62900935,56573718,0,0
1197,82774,0,0,0,3098900426,62949964,56617834,0,0
1198,82802,0,0,0,3102653206,63051179,56708915,0,0
1199,82825,0,0,0,3103719441,63075326,56730635,0,0
1200,82843,0,0,0,3104517514,63092138,56745758,0,0
1201,82862,0,0,0,3107875267,63182371,56826961,0,0
1202,82888,0,0,0,3109926701,63226904,56867028,0,0
1203,82909,0,0,0,3111384179,63259777,56896604,0,0
1204,82931,0,0,0,3115575551,63390148,57013927,0,0
1205,82946,0,0,0,3118290991,63445538,57063772,0,0
1206,82962,0,0,0,3118678040,63453436,57070873,0,0
1207,82985,0,0,0,3120093615,63479148,57094004,0,0
1208,83001,0,0,0,3121043584,63492245,57105784,0,0
1209,83019,0,0,0,3122010165,63509640,57121431,0,0
1210,83034,0,0,0,3124182342,63589279,57193100,0,0
1211,83039,0,0,0,3124236440,63590412,57194118,0,0
1212,83040,0,0,0,3124274763,63591231,57194855,0,0
1213,83055,0,0,0,3124481705,63595349,57198555,0,0
1214,83076,0,0,0,3125014919,63603672,57206039,0,0
1215,83099,0,0,0,3125779392,63617311,57218304,0,0
1216,83128,0,0,0,3127772870,63663107,57259507,0,0
1217,83159,0,0,0,3129459285,63697810,57290727,0,0
1218,83189,0,0,0,3130362580,63716733,57307747,0,0
1219,83217,0,0,0,3132272967,63756815,57343808,0,0
1220,83247,0,0,0,3133567913,63787775,57371657,0,0
1221,83280,0,0,0,3134492246,63806898,57388852,0,0
1222,83312,0,0,0,3138072002,63891206,57464714,0,0
1223,83343,0,0,0,3139160301,63912400,57483773,0,0
1224,83373,0,0,0,3141196239,63953149,57520434,0,0
1225,83396,0,0,0,3142907612,63997927,57560724,0,0
1226,83425,0,0,0,3145382107,64060477,57617001,0,0
1227,83455,0,0,0,3147298705,64102595,57654895,0,0
1228,83483,0,0,0,3149423642,64153236,57700460,0,0
1229,83507,0,0,0,3151004935,64187662,57731433,0,0
1230,83530,0,0,0,3152143333,64209172,57750780,0,0
1231,83566,0,0,0,3156049941,64292522,57825782,0,0
1232,83595,0,0,0,3156984583,64309902,57841411,0,0
1233,83624,0,0,0,3160000213,64398172,57920842,0,0
1234,83659,0,0,0,3161583420,64429557,57949071,0,0
1235,83687,0,0,0,3164896972,64494227,58007261,0,0
1236,83714,0,0,0,3169044816,64611967,58113214,0,0
1237,83745,0,0,0,3173811746,64725509,58215389,0,0
1238,83764,0,0,0,3175281969,64766637,58252396,0,0
1239,83793,0,0,0,3175996155,64780123,58264520,0,0
1240,83812,0,0,0,3176374486,64788201,58271780,0,0
1241,83830,0,0,0,3177023108,64802060,58284244,0,0
1242,83857,0,0,0,3178728865,64842694,58320804,0,0
1243,83879,0,0,0,3179767567,64864397,58340326,0,0
1244,83891,0,0,0,3180074883,64870392,58345715,0,0
1245,83930,0,0,0,3181834146,64910213,58381537,0,0
1246,83958,0,0,0,3183452496,64939711,58408074,0,0
1247,83993,0,0,0,3184915233,64967725,58433272,0,0
1248,84014,0,0,0,3187995689,65060538,58516795,0,0
1249,84041,0,0,0,3190094524,65111571,58562712,0,0
1250,84057,0,0,0,3190892816,65128901,58578302,0,0
1251,84073,0,0,0,3191400040,65138370,58586818,0,0
1252,84085,0,0,0,3191736055,65144848,58592643,0,0
1253,84108,0,0,0,3192379666,65159255,58605598,0,0
1254,84135,0,0,0,3193436888,65181200,58625337,0,0
1255,84161,0,0,0,3195143911,65203830,58645692,0,0
1256,84178,0,0,0,3199154466,65330821,58759975,0,0
1257,84195,0,0,0,3199439677,65337158,58765669,0,0
1258,84214,0,0,0,3202716445,65389388,58812667,0,0
1259,84240,0,0,0,3203450783,65404880,58826598,0,0
1260,84259,0,0,0,3204685110,65432694,58851624,0,0
1261,84284,0,0,0,3205811538,65463472,58879313,0,0
1262,84301,0,0,0,3207247828,65482584,58896505,0,0
1263,84326,0,0,0,3208304384,65508630,58919934,0,0
1264,84352,0,0,0,3210315491,65555265,58961893,0,0
1265,84376,0,0,0,3213231110,65603828,59005588,0,0
1266,84390,0,0,0,3214094285,65619595,59019772,0,0
1267,84412,0,0,0,3214969929,65637377,59035767,0,0
1268,84429,0,0,0,3215697068,65648394,59045676,0,0
1269,84451,0,0,0,3216794536,65676798,59071230,0,0
1270,84468,0,0,0,3217761851,65700240,59092320,0,0
1271,84490,0,0,0,3221186527,65752528,59139370,0,0
1272,84508,0,0,0,3222056184,65773190,59157960,0,0
1273,84527,0,0,0,3222805375,65791020,59173998,0,0
1274,84538,0,0,0,3223499302,65808255,59189505,0,0
1275,84554,0,0,0,3223818512,65814919,59195496,0,0
1276,84580,0,0,0,3225459478,65848347,59225569,0,0
1277,84594,0,0,0,3225873193,65857348,59233663,0,0
1278,84614,0,0,0,3227241822,65875870,59250324,0,0
1279,84632,0,0,0,3228124852,65898219,59270429,0,0
1280,84654,0,0,0,3228838385,65913487,59284160,0,0
1281,84667,0,0,0,3229513632,65928770,59297909,0,0
1282,84687,0,0,0,3229834130,65935176,59303665,0,0
1283,84704,0,0,0,3230502059,65948458,59315610,0,0
1284,84715,0,0,0,3233011143,65998426,59360575,0,0
1285,84734,0,0,0,3233826306,66019251,59379310,0,0
1286,84748,0,0,0,3234250202,66027784,59386983,0,0
1287,84770,0,0,0,3235365124,66049919,59406896,0,0
1288,84794,0,0,0,3236524953,66087067,59440318,0,0
1289,84810,0,0,0,3237319382,66104624,59456111,0,0
1290,84825,0,0,0,3238378099,66123447,59473046,0,0
1291,84839,0,0,0,3238770769,66132806,59481464,0,0
1292,84853,0,0,0,3240554414,66167602,59512774,0,0
1293,84870,0,0,0,3241529659,66187866,59531004,0,0
1294,84892,0,0,0,3242194227,66202272,59543959,0,0
1295,84896,0,0,0,3242833292,66208628,59549678,0,0
1296,84906,0,0,0,3244097400,66254737,59591172,0,0
1297,84914,0,0,0,3244699499,66265138,59600529,0,0
1298,84920,0,0,0,3245101097,66278862,59612878,0,0
1299,84934,0,0,0,3247831248,66343484,59671030,0,0
1300,84951,0,0,0,3249019481,66372180,59696849,0,0
1301,84968,0,0,0,3250277719,66401318,59723068,0,0
1302,84985,0,0,0,3251399111,66423732,59743233,0,0
1303,84999,0,0,0,3256878340,66554444,59860869,0,0
1304,85001,0,0,0,3256904787,66555049,59861412,0,0
1305,85012,0,0,0,3257118780,66559693,59865587,0,0
1306,85027,0,0,0,3257319970,66563746,59869228,0,0
1307,85050,0,0,0,3257968607,66577943,59881992,0,0
1308,85068,0,0,0,3258553953,66589862,59892709,0,0
1309,85094,0,0,0,3259635231,66611993,59912613,0,0
1310,85113,0,0,0,3260694540,66632426,59930995,0,0
1311,85136,0,0,0,3262044060,66669383,59964246,0,0
1312,85154,0,0,0,3262585136,66678775,59972691,0,0
1313,85178,0,0,0,3265217529,66753104,60039578,0,0
1314,85194,0,0,0,3266301883,66776145,60060307,0,0
1315,85215,0,0,0,3267516436,66804520,60085836,0,0
1316,85237,0,0,0,3270472573,66881212,60154851,0,0
1317,85260,0,0,0,3273536383,66948444,60215350,0,0
1318,85291,0,0,0,3274779928,66970291,60234998,0,0
1319,85319,0,0,0,3276519170,67001832,60263373,0,0
1320,85342,0,0,0,3277903053,67040819,60298451,0,0
1321,85367,0,0,0,3279127638,67065002,60320206,0,0
1322,85395,0,0,0,3280916455,67096061,60348146,0,0
1323,85421,0,0,0,3282730241,67143305,60390652,0,0
1324,85447,0,0,0,3284313759,67181672,60425171,0,0
1325,85473,0,0,0,3286815445,67226377,60465392,0,0
1326,85484,0,0,0,3287483250,67239828,60477494,0,0
1327,85509,0,0,0,3288512647,67255373,60491472,0,0
1328,85530,0,0,0,3289808175,67295127,60527242,0,0
1329,85546,0,0,0,3290781693,67313440,60543718,0,0
1330,85564,0,0,0,3291593025,67330013,60558628,0,0
1331,85586,0,0,0,3292491511,67344556,60571706,0,0
1332,85612,0,0,0,3295538792,67425764,60644780,0,0
1333,85628,0,0,0,3296144440,67437568,60655397,0,0
1334,85647,0,0,0,3297482018,67471788,60686188,0,0
1335,85665,0,0,0,3298005363,67480433,60693959,0,0
1336,85680,0,0,0,3298454519,67490753,60703240,0,0
1337,85706,0,0,0,3301914289,67559894,60765457,0,0
1338,85726,0,0,0,3304615019,67633457,60831652,0,0
1339,85750,0,0,0,3305871194,67660241,60855747,0,0
1340,85767,0,0,0,3307793235,67725049,60914066,0,0
1341,85781,0,0,0,3308498189,67738665,60926312,0,0
1342,85792,0,0,0,3310233431,67776258,60960141,0,0
1343,85808,0,0,0,3311269628,67788483,60971137,0,0
1344,85825,0,0,0,3312390854,67812478,60992724,0,0
1345,85846,0,0,0,3313775394,67848470,61025108,0,0
1346,85865,0,0,0,3315308992,67879648,61053160,0,0
1347,85884,0,0,0,3316239416,67898210,61069857,0,0
1348,85904,0,0,0,3320526811,68042988,61200149,0,0
1349,85917,0,0,0,3321188213,68057824,61213496,0,0
1350,85933,0,0,0,3322608146,68098503,61250101,0,0
1351,85957,0,0,0,3323852419,68122904,61272052,0,0
1352,85969,0,0,0,3326648500,68207751,61348409,0,0
1353,85986,0,0,0,3327336407,68220054,61359475,0,0
1354,86008,0,0,0,3328019707,68236722,61374467,0,0
1355,86023,0,0,0,3328344160,68243622,61380671,0,0
1356,86044,0,0,0,3329471493,68268591,61403133,0,0
1357,86059,0,0,0,3330579387,68288876,61421382,0,0
1358,86074,0,0,0,3332208007,68330616,61458941,0,0
1359,86101,0,0,0,3335093931,68387043,61509713,0,0
1360,86115,0,0,0,3335982135,68405591,61526400,0,0
1361,86133,0,0,0,3337165090,68430461,61548774,0,0
1362,86149,0,0,0,3338049536,68451581,61567773,0,0
1363,86170,0,0,0,3338928902,68469751,61584116,0,0
1364,86179,0,0,0,3339472236,68482168,61595286,0,0
1365,86197,0,0,0,3340147717,68495882,61607619,0,0
1366,86221,0,0,0,3341210243,68517856,61627388,0,0
1367,86235,0,0,0,3341525882,68524759,61633594,0,0
1368,86249,0,0,0,3343267407,68576219,61679902,0,0
1369,86264,0,0,0,3344126306,68594873,61696685,0,0
1370,86284,0,0,0,3344912517,68616326,61715983,0,0
1371,86304,0,0,0,3346370966,68649918,61746205,0,0
1372,86316,0,0,0,3347814473,68686883,61779470,0,0
1373,86329,0,0,0,3348268417,68696833,61788419,0,0
1374,86338,0,0,0,3349256439,68716727,61806318,0,0
1375,86354,0,0,0,3351062877,68738793,61826168,0,0
1376,86362,0,0,0,3351625473,68749222,61835550,0,0
1377,86373,0,0,0,3352136418,68760723,61845894,0,0
1378,86388,0,0,0,3353715322,68790310,61872517,0,0
1379,86403,0,0,0,3355067852,68816924,61896463,0,0
1380,86416,0,0,0,3355547005,68827483,61905961,0,0
1381,86429,0,0,0,3356283721,68845182,61921885,0,0
1382,86446,0,0,0,3361512293,68897859,61969288,0,0
1383,86459,0,0,0,3361726491,68902780,61973712,0,0
1384,86470,0,0,0,3363395351,68921790,61990816,0,0
1385,86486,0,0,0,3364289987,68944709,62011436,0,0
1386,86504,0,0,0,3364742619,68954805,62020515,0,0
1387,86511,0,0,0,3365238974,68967252,62031713,0,0
1388,86523,0,0,0,3365924907,68978855,62042149,0,0
1389,86536,0,0,0,3370379769,69028885,62087171,0,0
1390,86547,0,0,0,3370856102,69037300,62094739,0,0
1391,86553,0,0,0,3370950109,69039155,62096406,0,0
1392,86562,0,0,0,3371264518,69043477,62100292,0,0
1393,86579,0,0,0,3371854799,69055934,62111495,0,0
1394,86591,0,0,0,3372746155,69071905,62125864,0,0
1395,86601,0,0,0,3375136428,69101354,62152364,0,0
1396,86618,0,0,0,3383605018,69329019,62357256,0,0
1397,86618,0,0,0,3383605018,69329019,62357256,0,0
1398,86620,0,0,0,3383625742,69329458,62357650,0,0
1399,86634,0,0,0,3383826937,69333288,62361092,0,0
1400,86648,0,0,0,3384299754,69341263,62368263,0,0
1401,86665,0,0,0,3384721630,69350215,62376314,0,0
1402,86693,0,0,0,3385732931,69372695,62396533,0,0
1403,86722,0,0,0,3387281849,69406089,62426573,0,0
1404,86748,0,0,0,3389645181,69443900,62460593,0,0
1405,86772,0,0,0,3391081360,69479028,62492196,0,0
1406,86792,0,0,0,3392003147,69499456,62510570,0,0
1407,86820,0,0,0,3392611556,69512635,62522417,0,0
1408,86840,0,0,0,3393810621,69540830,62547782,0,0
1409,86863,0,0,0,3395396510,69579226,62582327,0,0
1410,86898,0,0,0,3398192784,69624194,62622784,0,0
1411,86918,0,0,0,3399518740,69652646,62648383,0,0
1412,86933,0,0,0,3401859195,69732511,62720255,0,0
1413,86956,0,0,0,3403342787,69752986,62738673,0,0
1414,86979,0,0,0,3404522245,69769943,62753925,0,0
1415,87007,0,0,0,3406654060,69817369,62796595,0,0
1416,87038,0,0,0,3408931102,69858246,62833368,0,0
1417,87055,0,0,0,3409422177,69867761,62841924,0,0
1418,87080,0,0,0,3411357460,69905777,62876130,0,0
1419,87104,0,0,0,3412368428,69926811,62895049,0,0
1420,87127,0,0,0,3414526116,69959657,62924599,0,0
1421,87158,0,0,0,3415561218,69981206,62943980,0,0
1422,87189,0,0,0,3417541545,70027074,62985249,0,0
1423,87211,0,0,0,3418649147,70049176,63005130,0,0
1424,87232,0,0,0,3420878522,70104415,63054835,0,0
1425,87254,0,0,0,3422314992,70125559,63073853,0,0
1426,87284,0,0,0,3423811919,70159186,63104108,0,0
1427,87314,0,0,0,3426308533,70210068,63149887,0,0
1428,87330,0,0,0,3427714669,70234069,63171480,0,0
1429,87352,0,0,0,3428847203,70253662,63189105,0,0
1430,87371,0,0,0,3429880859,70282247,63214825,0,0
1431,87400,0,0,0,3431185798,70307025,63237111,0,0
1432,87417,0,0,0,3434485073,70391892,63313483,0,0
1433,87436,0,0,0,3435340361,70410257,63330003,0,0
1434,87467,0,0,0,3437908601,70457862,63372833,0,0
1435,87489,0,0,0,3439248950,70492394,63403900,0,0
1436,87506,0,0,0,3439803541,70503344,63413750,0,0
1437,87533,0,0,0,3441379976,70536494,63443573,0,0
1438,87554,0,0,0,3442386138,70553992,63459312,0,0
1439,87571,0,0,0,3443533370,70575582,63478735,0,0
1440,87590,0,0,0,3444506092,70596429,63497488,0,0
1441,87609,0,0,0,3445379738,70616347,63515406,0,0
1442,87621,0,0,0,3445779629,70626087,63524168,0,0
1443,87636,0,0,0,3446862766,70653971,63549255,0,0
1444,87660,0,0,0,3448492179,70686883,63578865,0,0
1445,87679,0,0,0,3450053888,70718141,63606988,0,0
1446,87704,0,0,0,3452923229,70774363,63657576,0,0
1447,87724,0,0,0,3455886373,70863493,63737786,0,0
1448,87745,0,0,0,3458229795,70925350,63793446,0,0
1449,87765,0,0,0,3459168872,70948154,63813962,0,0
1450,87784,0,0,0,3461143934,70984227,63846419,0,0
1451,87801,0,0,0,3462574328,71013091,63872389,0,0
1452,87818,0,0,0,3463394026,71033015,63890312,0,0
1453,87832,0,0,0,3463849007,71041873,63898278,0,0
1454,87846,0,0,0,3464168295,71048447,63904189,0,0
1455,87869,0,0,0,3465248932,71072237,63925588,0,0
1456,87886,0,0,0,3466037019,71088549,63940262,0,0
1457,87901,0,0,0,3466594088,71102805,63953084,0,0
1458,87910,0,0,0,3467012932,71107770,63957548,0,0
1459,87931,0,0,0,3467980960,71124470,63972568,0,0
1460,87949,0,0,0,3469130978,71150425,63995920,0,0
1461,87964,0,0,0,3469873581,71164312,64008414,0,0
1462,87978,0,0,0,3472378391,71236224,64073129,0,0
1463,87988,0,0,0,3473095903,71250063,64085580,0,0
1464,88002,0,0,0,3474208630,71272641,64105894,0,0
1465,88021,0,0,0,3477603443,71354568,64179621,0,0
1466,88036,0,0,0,3478603360,71374689,64197724,0,0
1467,88057,0,0,0,3479768669,71398645,64219275,0,0
1468,88075,0,0,0,3481543048,71436331,64253183,0,0
1469,88086,0,0,0,3482127437,71448727,64264334,0,0
1470,88101,0,0,0,3483794040,71498554,64309170,0,0
1471,88113,0,0,0,3484767793,71518577,64327185,0,0
1472,88133,0,0,0,3487006114,71550818,64356192,0,0
1473,88149,0,0,0,3491373804,71675079,64468019,0,0
1474,88166,0,0,0,3508049061,71959346,64723851,0,0
1475,88186,0,0,0,3509176529,71980232,64742641,0,0
1476,88200,0,0,0,3510407608,72010485,64769861,0,0
1477,88211,0,0,0,3510772194,72017126,64775835,0,0
1478,88218,0,0,0,3511134466,72025287,64783178,0,0
1479,88234,0,0,0,3512783743,72068620,64822170,0,0
1480,88248,0,0,0,3513487453,72083111,64835205,0,0
1481,88259,0,0,0,3514499408,72110015,64859412,0,0
1482,88267,0,0,0,3515148506,72123271,64871338,0,0
1483,88275,0,0,0,3516487373,72144647,64890572,0,0
1484,88296,0,0,0,3518637044,72186383,64928126,0,0
1485,88311,0,0,0,3519286556,72198998,64939475,0,0
1486,88325,0,0,0,3519778807,72208134,64947692,0,0
1487,88332,0,0,0,3520014732,72214556,64953469,0,0
1488,88341,0,0,0,3520657384,72226050,64963809,0,0
1489,88349,0,0,0,3523908167,72319365,65047789,0,0
1490,88350,0,0,0,3523936392,72319834,65048211,0,0
1491,88353,0,0,0,3524016341,72321504,65049712,0,0
1492,88364,0,0,0,3524173721,72325175,65053012,0,0
1493,88384,0,0,0,3524822890,72340362,65066674,0,0
1494,88420,0,0,0,3526148206,72372578,65095656,0,0
1495,88448,0,0,0,3526757548,72385384,65107169,0,0
1496,88468,0,0,0,3528147760,72407157,65126757,0,0
1497,88486,0,0,0,3528639399,72417935,65136448,0,0
1498,88504,0,0,0,3529772139,72433162,65150145,0,0
1499,88527,0,0,0,3530959618,72453558,65168491,0,0
1500,88556,0,0,0,3531783142,72466101,65179766,0,0
1501,88585,0,0,0,3533806340,72513306,65222239,0,0
1502,88606,0,0,0,3534959212,72541469,65247577,0,0
1503,88631,0,0,0,3536025966,72564834,65268592,0,0
1504,88653,0,0,0,3537763386,72607359,65306854,0,0
1505,88666,0,0,0,3538261280,72617054,65315572,0,0
1506,88689,0,0,0,3539407204,72643161,65339057,0,0
1507,88716,0,0,0,3540848088,72676653,65369189,0,0
1508,88733,0,0,0,3541655657,72692778,65383692,0,0
1509,88752,0,0,0,3545476551,72815432,65494071,0,0
1510,88765,0,0,0,3546365383,72834173,65510931,0,0
1511,88781,0,0,0,3548089058,72876250,65548793,0,0
1512,88802,0,0,0,3549599454,72907873,65577247,0,0
1513,88818,0,0,0,3550639169,72932807,65599681,0,0
1514,88844,0,0,0,3551888629,72964494,65628189,0,0
1515,88859,0,0,0,3552771344,72982973,65644815,0,0
1516,88881,0,0,0,3553416335,72995688,65656249,0,0
1517,88900,0,0,0,3555968442,73030828,65687867,0,0
1518,88912,0,0,0,3557691449,73065196,65718793,0,0
1519,88933,0,0,0,3559007114,73087505,65738861,0,0
1520,88948,0,0,0,3560025654,73101992,65751891,0,0
1521,88970,0,0,0,3562899789,73150060,65795143,0,0
1522,88984,0,0,0,3563873229,73173020,65815800,0,0
1523,89001,0,0,0,3564712133,73193628,65834341,0,0
1524,89023,0,0,0,3565993296,73221669,65859565,0,0
1525,89035,0,0,0,3566352005,73227093,65864441,0,0
1526,89049,0,0,0,3569318141,73319195,65947325,0,0
1527,89062,0,0,0,3572253592,73381941,66003791,0,0
1528,89068,0,0,0,3572871998,73395905,66016357,0,0
1529,89082,0,0,0,3573461353,73403265,66022973,0,0
1530,89098,0,0,0,3576292005,73473821,66086467,0,0
1531,89119,0,0,0,3578885426,73524691,66132240,0,0
1532,89127,0,0,0,3579394726,73534123,66140726,0,0
1533,89140,0,0,0,3581230232,73581059,66182962,0,0
1534,89154,0,0,0,3581954501,73599214,66199294,0,0
1535,89165,0,0,0,3582189256,73603732,66203355,0,0
1536,89178,0,0,0,3582609437,73613111,66211790,0,0
1537,89195,0,0,0,3583758581,73637314,66233564,0,0
1538,89211,0,0,0,3584937947,73671943,66264723,0,0
1539,89235,0,0,0,3587107499,73703616,66293218,0,0
1540,89253,0,0,0,3590667774,73777276,66359502,0,0
1541,89259,0,0,0,3590905803,73783057,66364702,0,0
1542,89273,0,0,0,3591591896,73794055,66374595,0,0
1543,89283,0,0,0,3591957269,73800682,66380555,0,0
1544,89302,0,0,0,3593941040,73837335,66413534,0,0
1545,89312,0,0,0,3595668417,73876417,66448703,0,0
1546,89328,0,0,0,3598150603,73923128,66490737,0,0
1547,89346,0,0,0,3598724160,73935140,66501539,0,0
1548,89367,0,0,0,3600374239,73973371,66535936,0,0
1549,89380,0,0,0,3600872887,73982935,66544536,0,0
1550,89394,0,0,0,3601292029,73991828,66552534,0,0
1551,89400,0,0,0,3601496576,73995385,66555733,0,0
1552,89410,0,0,0,3603321704,74026556,66583782,0,0
1553,89420,0,0,0,3604000576,74037607,66593724,0,0
1554,89435,0,0,0,3606788663,74071902,66624583,0,0
1555,89453,0,0,0,3608159865,74092187,66642832,0,0
1556,89470,0,0,0,3608928938,74105584,66654881,0,0
1557,89485,0,0,0,3609399603,74114149,66662584,0,0
1558,89496,0,0,0,3610199820,74126757,66673925,0,0
1559,89506,0,0,0,3610659853,74136930,66683077,0,0
1560,89516,0,0,0,3610959263,74143777,66689235,0,0
1561,89528,0,0,0,3611799738,74162023,66705651,0,0
1562,89544,0,0,0,3613686286,74210794,66749538,0,0
1563,89559,0,0,0,3615742134,74242050,66777661,0,0
1564,89572,0,0,0,3616593854,74258156,66792149,0,0
1565,89585,0,0,0,3617767140,74280582,66812327,0,0
1566,89593,0,0,0,3618829034,74302804,66832324,0,0
1567,89603,0,0,0,3619699493,74316029,66844222,0,0
1568,89608,0,0,0,3619879268,74319497,66847341,0,0
1569,89621,0,0,0,3622671217,74361780,66885392,0,0
1570,89639,0,0,0,3627253388,74396976,66917062,0,0
1571,89644,0,0,0,3627295869,74398009,66917989,0,0
1572,89652,0,0,0,3629449535,74450976,66965656,0,0
1573,89660,0,0,0,3630161695,74467855,66980845,0,0
1574,89677,0,0,0,3630749124,74478606,66990514,0,0
1575,89692,0,0,0,3634347441,74533021,67039481,0,0
1576,89703,0,0,0,3636695103,74568770,67071649,0,0
1577,89714,0,0,0,3637443008,74584063,67085409,0,0
1578,89724,0,0,0,3638082873,74595741,67095916,0,0
1579,89733,0,0,0,3638439283,74603399,67102806,0,0
1580,89740,0,0,0,3639451904,74620879,67118535,0,0
1581,89750,0,0,0,3639765965,74627136,67124162,0,0
1582,89759,0,0,0,3644879467,74694347,67184648,0,0
